PRIMARY_KEY,REP_DATE,REP_TIME,SEX,AGE_AT_OFFENSE,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
20161351753,05/14/2016 12:00:00 AM,2212,M,21,HISPANIC OR LATINO,2900 BLOCK MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124817,10051571,HENR,3
20161371452,05/16/2016 12:00:00 AM,2216,M,27,HISPANIC OR LATINO,1565 COLONY CREEK DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123088,10106895,EDWARD,4
20161371888,05/16/2016 12:00:00 AM,2351,M,24,HISPANIC OR LATINO,1600 ROYAL CREST DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3118285,10060485,HENR,3
20161371536,05/16/2016 12:00:00 AM,2019,M,25,BLACK,6900 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121121,10096081,IDA,7
20161341871,05/13/2016 12:00:00 AM,2330,M,28,HISPANIC OR LATINO,4609 TERI RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114811,10044594,FRANK,2
20161351724,05/14/2016 12:00:00 AM,2337,F,16,HISPANIC OR LATINO,1500 CROSSING PL,YES = 1,VIOLATION OF CITY ORDIANCE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123227,10058967,HENR,3
20161280418,05/07/2016 12:00:00 AM,725,M,27,BLACK,3000 N IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120211,10078480,BAKER,9
20161380741,05/17/2016 12:00:00 AM,1209,M,25,BLACK,2000 BLOCK E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3117855,10057197,HENR,3
20161060611,04/15/2016 12:00:00 AM,1020,F,26,BLACK,1100 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116443,10063724,HENR,9
20161270701,05/06/2016 12:00:00 AM,1024,M,19,HISPANIC OR LATINO,S LAKESHORE BLVD / S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122629,10061652,HENR,3
20161370627,05/16/2016 12:00:00 AM,1423,M,30,WHITE,7200 FM 2222 RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3094764,10107298,ADAM PD,10
20161060830,04/15/2016 12:00:00 AM,1224,M,53,WHITE,2422 SHERWOOD LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112149,10059247,DAVID,9
20161381163,05/17/2016 12:00:00 AM,1640,F,57,BLACK,2400 W PARMER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126228,10125755,ADAM PD,7
20161381407,05/17/2016 12:00:00 AM,1812,M,23,BLACK,4808 RIBBECKE AVE,NO = 2,,,,,3133129,10075423,CHARLIE,1
20161381108,05/17/2016 12:00:00 AM,1551,M,30,BLACK,1120 SPRINGDALE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131018,10073691,CHARLIE,1
20161340929,05/13/2016 12:00:00 AM,1312,M,53,BLACK,500 EL PASO ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108728,10058971,DAVID,3
20161381921,05/18/2016 12:00:00 AM,42,F,21,WHITE,400 BLOCK E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3115701,10070731,GEORGE,9
20161320976,05/11/2016 12:00:00 AM,1422,M,26,WHITE,10500 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129679,10109661,EDWARD,4
20161381829,05/17/2016 12:00:00 AM,2253,M,26,WHITE,2410 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120441,10059515,HENR,3
20161381922,05/18/2016 12:00:00 AM,36,M,28,WHITE,6714 STONLEIGH PL,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109460,10040100,FRANK,2
20161381866,05/18/2016 12:00:00 AM,41,M,28,HISPANIC OR LATINO,W 6TH ST / WEST AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111837,10071507,GEORGE,9
20161390089,05/18/2016 12:00:00 AM,139,F,30,ASIAN,2900 NORTHLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111335,10094876,BAKER,7
20161271785,05/06/2016 12:00:00 AM,2128,M,24,WHITE,3000 W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3090082,10048988,DAVID,5
20161271858,05/06/2016 12:00:00 AM,2125,M,33,WHITE,S LAMAR BLVD / COLLIER ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107407,10064460,DAVID,5
20161271958,05/06/2016 12:00:00 AM,2213,M,23,HISPANIC OR LATINO,S IH 35 SVRD NB / E ST ELMO RD,NO = 2,,,,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3111605,10050585,FRANK,2
20161380178,05/17/2016 12:00:00 AM,232,F,28,WHITE,2800 S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114107,10056331,FRANK,9
20161381332,05/17/2016 12:00:00 AM,1823,M,29,HISPANIC OR LATINO,5300 REGENCY DR,YES = 1,,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3140173,10078565,CHARLIE,1
20161361633,05/15/2016 12:00:00 AM,2357,F,20,WHITE,2800 BURLESON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117138,10054498,HENR,3
20161390404,05/18/2016 12:00:00 AM,813,F,45,WHITE,E 2ND ST / COMAL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3118980,10067720,GEORGE,3
20161390404,05/18/2016 12:00:00 AM,813,M,40,WHITE,E 2ND ST / COMAL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3118980,10067720,GEORGE,3
20161390404,05/18/2016 12:00:00 AM,813,F,35,WHITE,E 2ND ST / COMAL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118980,10067720,GEORGE,3
20161380521,05/17/2016 12:00:00 AM,942,F,38,HISPANIC OR LATINO,1301 CROSSING PL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123895,10059508,HENR,3
20161381593,05/17/2016 12:00:00 AM,2039,M,22,BLACK,2900 MC CURDY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127989,10079502,BAKER,9
20161280726,05/07/2016 12:00:00 AM,1542,M,35,WHITE,W STASSNEY LN / MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3097421,10051215,DAVID,5
20161280292,05/07/2016 12:00:00 AM,339,M,35,BLACK,1200 CHESTNUT AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3122692,10073271,CHARLIE,1
20161380018,05/17/2016 12:00:00 AM,16,M,21,WHITE,700 BLOCK E 8TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116658,10070816,GEORGE,9
20161371420,05/16/2016 12:00:00 AM,2011,F,32,HISPANIC OR LATINO,4800 E RIVERSIDE DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122490,10057789,HENR,3
2016901752,03/30/2016 12:00:00 AM,2242,M,20,HISPANIC OR LATINO,5200 S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114229,10044655,FRANK,2
20161340834,05/13/2016 12:00:00 AM,1421,F,34,WHITE,13500 N FM 620 RD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3099709,10145031,ADAM PD,6
20161360663,05/15/2016 12:00:00 AM,1122,M,25,HISPANIC OR LATINO,2100 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119711,10060781,HENR,3
20161340812,05/13/2016 12:00:00 AM,1211,M,31,BLACK,FAIRWAY ST / MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127695,10056492,HENR,3
2016941922,04/03/2016 12:00:00 AM,2318,M,17,HISPANIC OR LATINO,2400 ROSEWOOD AVE,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124669,10072310,CHARLIE,1
20161390798,05/18/2016 12:00:00 AM,1205,M,36,BLACK,8010 N IH 35 SVRD SB,YES = 1,OTHER,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3127446,10098323,EDWARD,4
2016910757,03/31/2016 12:00:00 AM,1140,F,34,HISPANIC OR LATINO,RESEARCH BLVD SVRD NB / OHLEN RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121559,10105553,IDA,4
20161400236,05/19/2016 12:00:00 AM,348,M,28,HISPANIC OR LATINO,100 BLOCK S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112559,10068401,DAVID,9
20161390844,05/18/2016 12:00:00 AM,1418,F,44,WHITE,MELROSE TRL / W PARMER LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113439,10133777,ADAM PD,6
20161400173,05/19/2016 12:00:00 AM,218,M,34,WHITE,100 S 1ST ST,NO = 2,,,,,3112578,10068463,DAVID,9
20161400114,05/19/2016 12:00:00 AM,123,M,35,WHITE,2401 PEMBERTON PKWY,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110664,10078294,BAKER,9
20161400139,05/19/2016 12:00:00 AM,144,M,26,HISPANIC OR LATINO,500 EBERHART LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101896,10045638,FRANK,2
20161391936,05/18/2016 12:00:00 AM,2333,M,25,WHITE,1200 W 6TH ST,NO = 2,,,,,3109730,10072438,BAKER,9
20161391840,05/18/2016 12:00:00 AM,2233,M,26,BLACK,1700 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107140,10073730,BAKER,9
20161390122,05/18/2016 12:00:00 AM,449,F,23,HISPANIC OR LATINO,700 E CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115974,10068425,GEORGE,9
20161400056,05/19/2016 12:00:00 AM,233,M,28,WHITE,600 S LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109199,10067622,GEORGE,5
20161391899,05/18/2016 12:00:00 AM,2308,M,45,HISPANIC OR LATINO,N IH 35 SVRD SB / E ANDERSON LN SVRD WB,NO = 2,,,,,3127002,10097039,IDA,4
20161391747,05/18/2016 12:00:00 AM,2144,M,46,WHITE,300 N PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124156,10066204,CHARLIE,3
20161391465,05/18/2016 12:00:00 AM,1840,M,49,WHITE,1900 E 38TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3125504,10078153,BAKER,1
20161371695,05/16/2016 12:00:00 AM,2147,F,21,HISPANIC OR LATINO,2400 S IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114899,10057817,FRANK,3
20161400057,05/19/2016 12:00:00 AM,148,F,22,HISPANIC OR LATINO,W BRAKER LN / DOMAIN DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3118674,10116066,ADAM PD,7
20161400029,05/19/2016 12:00:00 AM,23,F,22,WHITE,100 BLOCK E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113601,10066258,HENR,9
20161391750,05/18/2016 12:00:00 AM,2145,M,45,HISPANIC OR LATINO,5604 LEDESMA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134138,10071665,CHARLIE,1
20161391750,05/18/2016 12:00:00 AM,2145,M,29,HISPANIC OR LATINO,5604 LEDESMA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONSENT,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134138,10071665,CHARLIE,1
20161391305,05/18/2016 12:00:00 AM,1833,M,34,WHITE,1500 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117721,10073305,BAKER,1
20161391907,05/18/2016 12:00:00 AM,2344,M,42,BLACK,900 RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127578,10106801,EDWARD,4
20161391846,05/18/2016 12:00:00 AM,2235,F,24,WHITE,7000 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3138459,10087770,IDA,1
20161390497,05/18/2016 12:00:00 AM,859,F,63,HISPANIC OR LATINO,4000 S US 183 HWY NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133231,10043878,HENR,2
20161351923,05/14/2016 12:00:00 AM,2331,M,22,HISPANIC OR LATINO,4700 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122188,10058144,HENR,3
20161341544,05/13/2016 12:00:00 AM,2036,F,26,BLACK,10700 METRIC BLVD,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3123028,10114135,EDWARD,4
20161391176,05/18/2016 12:00:00 AM,1732,M,22,HISPANIC OR LATINO,900 RUTLAND DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127578,10106801,EDWARD,4
20161361391,05/15/2016 12:00:00 AM,2048,M,27,WHITE,1100 BLOCK RUTHERFORD LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130018,10097700,EDWARD,4
20161390545,05/18/2016 12:00:00 AM,937,M,22,HISPANIC OR LATINO,8200 S IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONSENT,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103010,10036449,FRANK,2
2016930204,04/02/2016 12:00:00 AM,2231,M,29,WHITE,7900 MANCHACA RD,NO = 2,,,,,3093004,10042742,FRANK,5
20161401374,05/19/2016 12:00:00 AM,1851,M,43,WHITE,5300 S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108483,10045855,DAVID,3
20161410117,05/20/2016 12:00:00 AM,108,M,27,BLACK,6600 E US 290 HWY SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128981,10090271,IDA,1
20161402034,05/20/2016 12:00:00 AM,23,M,26,HISPANIC OR LATINO,2100 S LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105636,10063425,DAVID,5
20161410191,05/20/2016 12:00:00 AM,511,F,33,BLACK,13100 N US 183 HWY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101295,10132993,ADAM PD,6
20161401862,05/19/2016 12:00:00 AM,2347,M,42,HISPANIC OR LATINO,8800 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121194,10107217,IDA,4
20161401937,05/19/2016 12:00:00 AM,2255,F,34,WHITE,412 COMAL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119274,10068629,GEORGE,3
20161401930,05/19/2016 12:00:00 AM,2323,M,28,HISPANIC OR LATINO,1700 S 1ST ST,YES = 1,,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3110376,10063400,DAVID,9
20161371756,05/16/2016 12:00:00 AM,2220,M,31,BLACK,6600 E US 290 HWY SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128981,10090271,IDA,1
20161401367,05/20/2016 12:00:00 AM,22,M,26,BLACK,4501 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121153,10058007,HENR,3
20161401881,05/19/2016 12:00:00 AM,2225,F,25,WHITE,700 BARTON SPRINGS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111601,10067394,DAVID,9
20161400221,05/19/2016 12:00:00 AM,325,M,38,WHITE,S PLEASANT VALLEY RD / E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119403,10056099,HENR,3
20161401923,05/19/2016 12:00:00 AM,2338,M,33,WHITE,N LAMAR BLVD / RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3128250,10106297,EDWARD,4
20161391342,05/18/2016 12:00:00 AM,1731,M,24,BLACK,900 LITTLE TEXAS LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106901,10045372,FRANK,3
20161410020,05/20/2016 12:00:00 AM,11,M,25,BLACK,7700 FOREST WOOD RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096217,10042052,FRANK,5
20161391565,05/18/2016 12:00:00 AM,2041,M,22,BLACK,800 E 5TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INVENTORY OF TOWED VEHICLE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116996,10069598,GEORGE,3
20161391565,05/18/2016 12:00:00 AM,2041,M,27,WHITE,800 E 5TH ST,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3116996,10069598,GEORGE,3
20161412101,05/21/2016 12:00:00 AM,103,M,18,ASIAN,1000 E 41ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121345,10082705,BAKER,9
20161420469,05/21/2016 12:00:00 AM,646,M,57,HISPANIC OR LATINO,2000 BLOCK E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121472,10068881,CHARLIE,1
20161411744,05/21/2016 12:00:00 AM,137,M,18,HISPANIC OR LATINO,1604 WHELESS LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130065,10089804,IDA,1
20161420243,05/21/2016 12:00:00 AM,445,F,32,WHITE,E 45TH ST / AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3122473,10083880,BAKER,9
20161420311,05/21/2016 12:00:00 AM,527,M,35,BLACK,7200 BLOCK FM 969 RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3143303,10076457,CHARLIE,1
