PRIMARY_KEY,REP_DATE,REP_TIME,SEX,AGE_AT_OFFENSE,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,SEARCH_BASED_ON_DESC,SEARCH_DISC_DESC,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,SECTOR,LOCAL_FIELD1
2016561660,02/25/2016 12:00:00 AM,2041,M,41,WHITE,400 BLOCK ROBERT E LEE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106781,10068748,DAVID,5
2016531894,02/22/2016 12:00:00 AM,2312,F,56,HISPANIC OR LATINO,5600 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124835,10056688,HENR,3
2016541432,02/23/2016 12:00:00 AM,1814,M,17,BLACK,6400 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3136618,10086004,IDA,1
2016571131,02/26/2016 12:00:00 AM,1634,M,31,WHITE,6100 JAIN LN,NO = 2,,,,,3133602,10068326,CHARLIE,3
2016570998,02/26/2016 12:00:00 AM,1454,F,20,WHITE,1000 N MOPAC EXPY SB,NO = 2,VIOLATION OF CITY ORDIANCE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106851,10075970,BAKER,10
2016571242,02/26/2016 12:00:00 AM,1745,M,27,WHITE,12000 N MOPAC EXPY SVRD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121578,10122248,ADAM PD,7
2016571682,02/26/2016 12:00:00 AM,2121,M,23,WHITE,9700 RESEARCH BLVD SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112625,10114563,BAKER,10
2016571682,02/26/2016 12:00:00 AM,2121,F,21,WHITE,9700 RESEARCH BLVD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112625,10114563,BAKER,10
2016571915,02/26/2016 12:00:00 AM,2312,M,23,WHITE,400 BLOCK TRINITY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115243,10069916,GEORGE,9
2016571776,02/26/2016 12:00:00 AM,2206,M,19,WHITE,5200 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131890,10082691,IDA,1
2016580244,02/27/2016 12:00:00 AM,1928,F,19,WHITE,601 E 11TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116634,10071901,GEORGE,1
2016581623,02/27/2016 12:00:00 AM,2002,M,27,HISPANIC OR LATINO,5900 SHERIDAN AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126538,10089292,IDA,4
2016580323,02/27/2016 12:00:00 AM,428,M,24,HISPANIC OR LATINO,S IH 35 SVRD NB / E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106346,10042257,FRANK,2
20161771037,06/25/2016 12:00:00 AM,1531,M,31,WHITE,199 ZONE LAKE AUSTIN,NO = 2,WATER SAFETY ACT,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100351,10080654,BAKER,10
2016591549,02/28/2016 12:00:00 AM,2152,M,17,BLACK,800 NECHES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115948,10071042,GEORGE,9
2016591549,02/28/2016 12:00:00 AM,2152,F,20,BLACK,800 NECHES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115948,10071042,GEORGE,9
2016442028,02/13/2016 12:00:00 AM,2317,M,32,HISPANIC OR LATINO,1400 W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128136,10114152,EDWARD,7
2016580150,02/27/2016 12:00:00 AM,111,M,23,HISPANIC OR LATINO,3600 BLOCK TODD LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117176,10051623,HENR,2
2016580150,02/27/2016 12:00:00 AM,111,F,32,HISPANIC OR LATINO,3600 BLOCK TODD LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117176,10051623,HENR,2
2016590119,02/28/2016 12:00:00 AM,57,M,34,HISPANIC OR LATINO,737 MONTOPOLIS DR,NO = 2,,,,,3129567,10059553,HENR,3
2016580343,02/28/2016 12:00:00 AM,3,F,31,BLACK,E MARTIN LUTHER KING JR BLVD / COLETO ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121950,10075378,CHARLIE,1
2016591812,02/28/2016 12:00:00 AM,2311,M,18,HISPANIC OR LATINO,9600 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128269,10106589,EDWARD,4
2016591812,02/28/2016 12:00:00 AM,2311,M,16,HISPANIC OR LATINO,9600 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128269,10106589,EDWARD,4
2016580365,02/27/2016 12:00:00 AM,327,M,35,HISPANIC OR LATINO,E STASSNEY LN / S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108317,10045195,FRANK,2
2016581641,02/27/2016 12:00:00 AM,2326,M,22,WHITE,6000 S IH 35 SB,YES = 1,OTHER,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107539,10044442,FRANK,2
2016590264,02/28/2016 12:00:00 AM,220,M,30,WHITE,1200 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109730,10072438,EDWARD,9
2016571891,02/27/2016 12:00:00 AM,0,F,27,HISPANIC OR LATINO,3400 S LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100622,10060453,DAVID,5
2016590271,02/28/2016 12:00:00 AM,413,F,24,WHITE,600 E CESAR CHAVEZ ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115695,10068546,GEORGE,9
2016571828,02/26/2016 12:00:00 AM,2229,F,58,BLACK,6911 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125726,10093476,IDA,4
2016600087,02/29/2016 12:00:00 AM,135,M,34,HISPANIC OR LATINO,7800 BLOCK FM 969 RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3145187,10075705,CHARLIE,1
2016581263,02/27/2016 12:00:00 AM,1629,M,29,BLACK,1030 NORWOOD PARK BLVD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129996,10096983,IDA,4
2016571908,02/27/2016 12:00:00 AM,118,M,45,WHITE,3000 ADELPHI LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123607,10125689,ADAM PD,7
2016591790,02/28/2016 12:00:00 AM,2255,F,40,BLACK,SPRINGDALE RD / E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134602,10080521,IDA,1
2016591790,02/28/2016 12:00:00 AM,2255,M,20,BLACK,SPRINGDALE RD / E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134602,10080521,IDA,1
2016580414,02/27/2016 12:00:00 AM,444,F,22,HISPANIC OR LATINO,611 W STASSNEY LN,YES = 1,SUSPICIOUS PERSON / VEHICLE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3102631,10048623,FRANK,2
2016580213,02/27/2016 12:00:00 AM,255,M,25,HISPANIC OR LATINO,9801 STONELAKE BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114549,10114958,ADAM PD,7
2016580254,02/27/2016 12:00:00 AM,434,M,45,WHITE,7000 MC NEIL DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3106848,10132024,ADAM PD,6
2016580275,02/27/2016 12:00:00 AM,421,M,41,HISPANIC OR LATINO,9971 QUAIL BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126850,10108213,EDWARD,4
2016561859,02/25/2016 12:00:00 AM,2234,F,35,WHITE,1500 W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096922,10046124,FRANK,2
2016580048,02/27/2016 12:00:00 AM,17,M,39,WHITE,2700 JEFFERSON ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109640,10082103,BAKER,10
2016591861,02/28/2016 12:00:00 AM,2348,M,23,HISPANIC OR LATINO,5600 PEPPERTREE PKWY,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111693,10044066,FRANK,2
2016600119,02/29/2016 12:00:00 AM,434,F,22,WHITE,MANCHACA RD / FORT VIEW RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100476,10056953,DAVID,5
2016582001,02/27/2016 12:00:00 AM,2307,M,24,WHITE,11900 BLOCK N MOPAC EXPY SVRD NB,NO = 2,,,,,3120942,10121647,ADAM PD,7
2016590280,02/28/2016 12:00:00 AM,1650,M,27,WHITE,1800 E M FRANKLIN AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128956,10076591,CHARLIE,1
2016582113,02/27/2016 12:00:00 AM,2354,M,31,HISPANIC OR LATINO,JAMESTOWN DR / PAYTON GIN RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125681,10104359,EDWARD,4
2016580067,02/27/2016 12:00:00 AM,346,F,19,WHITE,W STASSNEY LN / EMERALD FOREST DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100814,10049567,DAVID,2
2016580248,02/27/2016 12:00:00 AM,216,F,20,BLACK,8010 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127446,10098323,EDWARD,4
2016591813,02/28/2016 12:00:00 AM,2341,M,31,HISPANIC OR LATINO,4500 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121467,10058151,HENR,3
2016600549,02/29/2016 12:00:00 AM,1143,M,28,HISPANIC OR LATINO,1100 E LIVE OAK ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114102,10059544,DAVID,9
2016600142,02/29/2016 12:00:00 AM,259,M,19,HISPANIC OR LATINO,4600 BLOCK S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3104492,10052316,DAVID,3
2016591791,02/28/2016 12:00:00 AM,2256,F,25,WHITE,100 BLOCK S 1ST ST,NO = 2,,,,,3112559,10068401,DAVID,9
2016581430,02/27/2016 12:00:00 AM,1819,F,30,HISPANIC OR LATINO,RUTHERFORD LN / CAMERON RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132509,10096377,IDA,4
2016591871,02/29/2016 12:00:00 AM,40,M,63,WHITE,12900 POND SPRINGS RD,NO = 2,,,,,3103787,10132181,ADAM PD,6
2016591498,02/28/2016 12:00:00 AM,2022,F,31,HISPANIC OR LATINO,4800 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116911,10088781,BAKER,9
2016461590,02/15/2016 12:00:00 AM,2118,M,50,BLACK,9151 GEORGIAN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128772,10104194,EDWARD,4
2016541636,02/23/2016 12:00:00 AM,2140,M,19,HISPANIC OR LATINO,E 38TH HALF ST / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3121350,10080709,BAKER,9
2016601583,02/29/2016 12:00:00 AM,2042,M,40,BLACK,1700 S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONSENT,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121196,10059572,HENR,3
2016601708,02/29/2016 12:00:00 AM,2305,F,35,WHITE,1300 MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3128249,10057620,HENR,3
2016590111,02/28/2016 12:00:00 AM,112,M,34,WHITE,W BRAKER LN / DOMAIN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118674,10116066,ADAM PD,7
2016590111,02/28/2016 12:00:00 AM,112,F,21,WHITE,W BRAKER LN / DOMAIN DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118674,10116066,ADAM PD,7
2016571749,02/26/2016 12:00:00 AM,2219,M,38,WHITE,11800 METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3125100,10118343,EDWARD,7
2016601778,02/29/2016 12:00:00 AM,2330,F,29,HISPANIC OR LATINO,S PLEASANT VALLEY RD / E STASSNEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114345,10043804,FRANK,2
2016571746,02/26/2016 12:00:00 AM,2152,M,51,BLACK,SCOTTSDALE RD / E MARTIN LUTHER KING JR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3134343,10077828,CHARLIE,1
2016610153,03/01/2016 12:00:00 AM,414,M,26,BLACK,7101 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126272,10094107,IDA,4
2016571910,02/26/2016 12:00:00 AM,2338,M,18,WHITE,GEORGIAN DR / E WONSLEY DR,NO = 2,,,,,3125901,10099416,EDWARD,4
2016551676,02/24/2016 12:00:00 AM,2328,F,21,WHITE,CURLEW DR / W SLAUGHTER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3086281,10036829,FRANK,5
2016561927,02/25/2016 12:00:00 AM,2305,M,19,WHITE,6600 S PLEASANT VALLEY RD,NO = 2,,,,,3113628,10038199,FRANK,2
2016561927,02/25/2016 12:00:00 AM,2305,M,19,HISPANIC OR LATINO,6600 S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113628,10038199,FRANK,2
2016550123,02/24/2016 12:00:00 AM,236,M,20,HISPANIC OR LATINO,2800 S IH 35 SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114107,10056331,FRANK,9
2016590707,02/28/2016 12:00:00 AM,1050,M,24,WHITE,1400 E BEN WHITE BLVD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INVENTORY OF TOWED VEHICLE,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112145,10051906,DAVID,3
2016571866,02/26/2016 12:00:00 AM,2246,M,19,HISPANIC OR LATINO,700 MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129522,10059973,HENR,3
2016601767,02/29/2016 12:00:00 AM,2318,M,18,WHITE,2700 OAK SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126433,10072680,CHARLIE,1
2016580013,02/27/2016 12:00:00 AM,332,M,19,HISPANIC OR LATINO,E RUNDBERG LN / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INVENTORY OF TOWED VEHICLE,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130654,10104010,EDWARD,4
2016591767,02/28/2016 12:00:00 AM,2341,M,29,BLACK,11900 METRIC BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125397,10119142,ADAM PD,7
2016601779,02/29/2016 12:00:00 AM,2240,F,23,WHITE,11410 CENTURY OAKS TER,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118245,10119454,ADAM PD,7
2016541778,02/23/2016 12:00:00 AM,2317,M,41,WHITE,13100 BLOCK POND SPRINGS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3102801,10133895,ADAM PD,6
2016600163,02/29/2016 12:00:00 AM,2208,M,24,HISPANIC OR LATINO,13400 N FM 620 RD NB,NO = 2,,,,,3098825,10144342,ADAM PD,6
2016601720,03/01/2016 12:00:00 AM,130,M,38,HISPANIC OR LATINO,4500 BLOCK PACK SADDLE PASS,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3098749,10056487,DAVID,5
2016610111,03/01/2016 12:00:00 AM,207,M,22,HISPANIC OR LATINO,200 BLOCK E 9TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115222,10071619,DAVID,9
2016601062,02/29/2016 12:00:00 AM,1804,M,41,BLACK,SPRINGDALE RD / E MARTIN LUTHER KING JR BLVD,YES = 1,MOTOR VEHICLE DRIVER,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3133149,10077671,CHARLIE,1
2016571835,02/26/2016 12:00:00 AM,2254,M,29,WHITE,N IH 35 SVRD NB / E RUNDBERG LN,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130990,10103828,EDWARD,4
2016601658,03/01/2016 12:00:00 AM,24,F,27,WHITE,5800 N MOPAC EXPY NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126707,10132798,BAKER,10
2016601879,02/29/2016 12:00:00 AM,2336,M,22,HISPANIC OR LATINO,6300 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3120303,10094462,IDA,7
2016571881,02/26/2016 12:00:00 AM,2254,M,27,HISPANIC OR LATINO,9000 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130059,10102458,EDWARD,4
2016571795,02/26/2016 12:00:00 AM,2312,M,30,BLACK,12138 N LAMAR BLVD,YES = 1,VIOLATION OF CITY ORDIANCE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133053,10118644,EDWARD,7
2016550333,02/24/2016 12:00:00 AM,731,F,31,BLACK,9025 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119167,10108955,ADAM PD,7
2016550333,02/24/2016 12:00:00 AM,731,M,28,BLACK,9025 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119167,10108955,ADAM PD,7
2016571709,02/26/2016 12:00:00 AM,2148,M,23,HISPANIC OR LATINO,KRAMER LN / PLAINS TRL,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128791,10112731,EDWARD,4
2016601857,02/29/2016 12:00:00 AM,2330,M,41,WHITE,1100 W PARMER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133470,10122124,EDWARD,7
2016611228,03/01/2016 12:00:00 AM,1826,F,18,BLACK,1149 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128627,10072898,CHARLIE,3
2016611228,03/01/2016 12:00:00 AM,1826,M,20,BLACK,1149 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128627,10072898,CHARLIE,3
